restaurant_id,date,amount_eur,direction,category,description
R0119,2026-03-03,882.74,debit,Insurance,Operating expense
R0119,2026-03-04,1283.46,credit,Online Order Revenue,Daily revenue
R0119,2026-03-04,775.82,debit,Tax,Operating expense
R0119,2026-03-05,1228.85,credit,Online Order Revenue,Daily revenue
R0119,2026-03-05,780.69,debit,Rent,Operating expense
R0119,2026-03-06,1286.08,credit,Card Terminal Revenue,Daily revenue
R0119,2026-03-06,652.1,debit,Food & Beverage Supply,Operating expense
R0119,2026-03-07,1002.79,credit,Walk-in Revenue,Daily revenue
R0119,2026-03-07,751.44,debit,Insurance,Operating expense
R0119,2026-03-08,1134.16,credit,Walk-in Revenue,Daily revenue
R0119,2026-03-08,884.23,debit,Utilities,Operating expense
R0119,2026-03-09,1178.58,credit,Online Order Revenue,Daily revenue
R0119,2026-03-09,914.04,debit,Loan Repayment,Operating expense
R0119,2026-03-10,1167.69,credit,Walk-in Revenue,Daily revenue
R0119,2026-03-10,1125.77,debit,Miscellaneous,Operating expense
R0119,2026-03-11,1224.26,credit,Card Terminal Revenue,Daily revenue
R0119,2026-03-11,896.39,debit,Loan Repayment,Operating expense
R0119,2026-03-12,1166.8,credit,Walk-in Revenue,Daily revenue
R0119,2026-03-12,791.92,debit,Maintenance,Operating expense
R0119,2026-03-13,1328.81,credit,Online Order Revenue,Daily revenue
R0119,2026-03-13,846.78,debit,Utilities,Operating expense
R0119,2026-03-14,1376.02,credit,Online Order Revenue,Daily revenue
R0119,2026-03-14,976.21,debit,Utilities,Operating expense
R0119,2026-03-15,1578.46,credit,Walk-in Revenue,Daily revenue
R0119,2026-03-15,938.42,debit,Rent,Operating expense
R0119,2026-03-16,1271.35,credit,Card Terminal Revenue,Daily revenue
R0119,2026-03-16,795.06,debit,Staff Costs,Operating expense
R0119,2026-03-17,1159.12,credit,Walk-in Revenue,Daily revenue
R0119,2026-03-17,794.83,debit,Tax,Operating expense
R0119,2026-03-18,1298.57,credit,Online Order Revenue,Daily revenue
R0119,2026-03-18,995.51,debit,Maintenance,Operating expense
R0119,2026-03-19,1321.62,credit,Online Order Revenue,Daily revenue
R0119,2026-03-19,810.95,debit,Staff Costs,Operating expense
R0119,2026-03-20,1083.57,credit,Card Terminal Revenue,Daily revenue
R0119,2026-03-20,747.36,debit,Miscellaneous,Operating expense
R0119,2026-03-21,1298.54,credit,Online Order Revenue,Daily revenue
R0119,2026-03-21,918.19,debit,Marketing,Operating expense
R0119,2026-03-22,1409.35,credit,Walk-in Revenue,Daily revenue
R0119,2026-03-22,967.23,debit,Staff Costs,Operating expense
R0119,2026-03-23,1112.32,credit,Card Terminal Revenue,Daily revenue
R0119,2026-03-23,758.87,debit,Insurance,Operating expense
R0119,2026-03-24,1395.37,credit,Card Terminal Revenue,Daily revenue
R0119,2026-03-24,979.54,debit,Food & Beverage Supply,Operating expense
R0119,2026-03-25,1264.36,credit,Walk-in Revenue,Daily revenue
R0119,2026-03-25,1050.69,debit,Staff Costs,Operating expense
R0119,2026-03-26,1439.96,credit,Card Terminal Revenue,Daily revenue
R0119,2026-03-26,933.1,debit,Tax,Operating expense
R0119,2026-03-27,1318.51,credit,Walk-in Revenue,Daily revenue
R0119,2026-03-27,630.49,debit,Food & Beverage Supply,Operating expense
R0119,2026-03-28,1124.14,credit,Online Order Revenue,Daily revenue
R0119,2026-03-28,835.39,debit,Utilities,Operating expense
R0119,2026-03-29,1511.33,credit,Online Order Revenue,Daily revenue
R0119,2026-03-29,1015.84,debit,Maintenance,Operating expense
R0119,2026-03-30,1159.05,credit,Card Terminal Revenue,Daily revenue
R0119,2026-03-30,970.92,debit,Food & Beverage Supply,Operating expense
R0119,2026-03-31,1130.28,credit,Online Order Revenue,Daily revenue
R0119,2026-03-31,514.47,debit,Rent,Operating expense
R0119,2026-04-01,1558.95,credit,Online Order Revenue,Daily revenue
R0119,2026-04-01,564.11,debit,Rent,Operating expense
R0119,2026-04-02,833.51,credit,Online Order Revenue,Daily revenue
R0119,2026-04-02,878.6,debit,Marketing,Operating expense
R0119,2026-04-03,1217.62,credit,Online Order Revenue,Daily revenue
R0119,2026-04-03,891.69,debit,Food & Beverage Supply,Operating expense
R0119,2026-04-04,1547.74,credit,Walk-in Revenue,Daily revenue
R0119,2026-04-04,970.54,debit,Miscellaneous,Operating expense
R0119,2026-04-05,1349.72,credit,Online Order Revenue,Daily revenue
R0119,2026-04-05,736.26,debit,Tax,Operating expense
R0119,2026-04-06,1189.77,credit,Online Order Revenue,Daily revenue
R0119,2026-04-06,920.91,debit,Insurance,Operating expense
R0119,2026-04-07,1200.15,credit,Card Terminal Revenue,Daily revenue
R0119,2026-04-07,949.06,debit,Tax,Operating expense
R0119,2026-04-08,1299.82,credit,Card Terminal Revenue,Daily revenue
R0119,2026-04-08,822.34,debit,Maintenance,Operating expense
R0119,2026-04-09,1436.4,credit,Card Terminal Revenue,Daily revenue
R0119,2026-04-09,816.35,debit,Utilities,Operating expense
R0119,2026-04-10,1058.21,credit,Walk-in Revenue,Daily revenue
R0119,2026-04-10,1005.11,debit,Rent,Operating expense
R0119,2026-04-11,1266.95,credit,Online Order Revenue,Daily revenue
R0119,2026-04-11,818.78,debit,Rent,Operating expense
R0119,2026-04-12,1247.0,credit,Online Order Revenue,Daily revenue
R0119,2026-04-12,774.82,debit,Insurance,Operating expense
R0119,2026-04-13,1663.38,credit,Walk-in Revenue,Daily revenue
R0119,2026-04-13,682.49,debit,Insurance,Operating expense
R0119,2026-04-14,1320.64,credit,Online Order Revenue,Daily revenue
R0119,2026-04-14,873.59,debit,Tax,Operating expense
R0119,2026-04-15,1388.03,credit,Online Order Revenue,Daily revenue
R0119,2026-04-15,802.16,debit,Tax,Operating expense
R0119,2026-04-16,1454.21,credit,Online Order Revenue,Daily revenue
R0119,2026-04-16,805.0,debit,Loan Repayment,Operating expense
R0119,2026-04-17,1191.03,credit,Card Terminal Revenue,Daily revenue
R0119,2026-04-17,858.18,debit,Staff Costs,Operating expense
R0119,2026-04-18,1318.82,credit,Card Terminal Revenue,Daily revenue
R0119,2026-04-18,986.46,debit,Food & Beverage Supply,Operating expense
R0119,2026-04-19,1069.34,credit,Card Terminal Revenue,Daily revenue
R0119,2026-04-19,964.39,debit,Insurance,Operating expense
R0119,2026-04-20,1415.87,credit,Online Order Revenue,Daily revenue
R0119,2026-04-20,940.79,debit,Insurance,Operating expense
R0119,2026-04-21,1256.31,credit,Walk-in Revenue,Daily revenue
R0119,2026-04-21,785.75,debit,Insurance,Operating expense
R0119,2026-04-22,1341.88,credit,Online Order Revenue,Daily revenue
R0119,2026-04-22,877.16,debit,Utilities,Operating expense
R0119,2026-04-23,1041.07,credit,Card Terminal Revenue,Daily revenue
R0119,2026-04-23,963.4,debit,Marketing,Operating expense
R0119,2026-04-24,1163.4,credit,Card Terminal Revenue,Daily revenue
R0119,2026-04-24,766.02,debit,Tax,Operating expense
R0119,2026-04-25,1429.12,credit,Walk-in Revenue,Daily revenue
R0119,2026-04-25,869.46,debit,Marketing,Operating expense
R0119,2026-04-26,1241.97,credit,Card Terminal Revenue,Daily revenue
R0119,2026-04-26,801.05,debit,Miscellaneous,Operating expense
R0119,2026-04-27,1230.24,credit,Card Terminal Revenue,Daily revenue
R0119,2026-04-27,844.28,debit,Loan Repayment,Operating expense
R0119,2026-04-28,1517.06,credit,Online Order Revenue,Daily revenue
R0119,2026-04-28,602.83,debit,Rent,Operating expense
R0119,2026-04-29,1648.46,credit,Walk-in Revenue,Daily revenue
R0119,2026-04-29,1145.47,debit,Tax,Operating expense
R0119,2026-04-30,1211.33,credit,Card Terminal Revenue,Daily revenue
R0119,2026-04-30,871.49,debit,Tax,Operating expense
R0119,2026-05-01,1294.4,credit,Walk-in Revenue,Daily revenue
R0119,2026-05-01,983.54,debit,Insurance,Operating expense
R0119,2026-05-02,1287.35,credit,Walk-in Revenue,Daily revenue
R0119,2026-05-02,896.46,debit,Utilities,Operating expense
R0119,2026-05-03,1446.16,credit,Card Terminal Revenue,Daily revenue
R0119,2026-05-03,601.63,debit,Insurance,Operating expense
R0119,2026-05-04,1242.57,credit,Walk-in Revenue,Daily revenue
R0119,2026-05-04,877.13,debit,Rent,Operating expense
R0119,2026-05-05,1217.27,credit,Online Order Revenue,Daily revenue
R0119,2026-05-05,631.73,debit,Rent,Operating expense
R0119,2026-05-06,1273.08,credit,Card Terminal Revenue,Daily revenue
R0119,2026-05-06,778.53,debit,Loan Repayment,Operating expense
R0119,2026-05-07,1201.5,credit,Online Order Revenue,Daily revenue
R0119,2026-05-07,846.65,debit,Marketing,Operating expense
R0119,2026-05-08,1009.75,credit,Walk-in Revenue,Daily revenue
R0119,2026-05-08,811.02,debit,Rent,Operating expense
R0119,2026-05-09,1163.18,credit,Card Terminal Revenue,Daily revenue
R0119,2026-05-09,684.64,debit,Rent,Operating expense
R0119,2026-05-10,1342.77,credit,Walk-in Revenue,Daily revenue
R0119,2026-05-10,684.66,debit,Miscellaneous,Operating expense
R0119,2026-05-11,1349.94,credit,Card Terminal Revenue,Daily revenue
R0119,2026-05-11,959.53,debit,Staff Costs,Operating expense
R0119,2026-05-12,1249.4,credit,Walk-in Revenue,Daily revenue
R0119,2026-05-12,987.02,debit,Tax,Operating expense
R0119,2026-05-13,1618.47,credit,Card Terminal Revenue,Daily revenue
R0119,2026-05-13,920.46,debit,Food & Beverage Supply,Operating expense
R0119,2026-05-14,1219.71,credit,Online Order Revenue,Daily revenue
R0119,2026-05-14,997.86,debit,Utilities,Operating expense
R0119,2026-05-15,971.82,credit,Online Order Revenue,Daily revenue
R0119,2026-05-15,1145.28,debit,Loan Repayment,Operating expense
R0119,2026-05-16,1281.37,credit,Card Terminal Revenue,Daily revenue
R0119,2026-05-16,883.66,debit,Staff Costs,Operating expense
R0119,2026-05-17,1029.0,credit,Walk-in Revenue,Daily revenue
R0119,2026-05-17,963.79,debit,Maintenance,Operating expense
R0119,2026-05-18,1284.76,credit,Walk-in Revenue,Daily revenue
R0119,2026-05-18,830.46,debit,Miscellaneous,Operating expense
R0119,2026-05-19,1171.46,credit,Card Terminal Revenue,Daily revenue
R0119,2026-05-19,734.88,debit,Loan Repayment,Operating expense
R0119,2026-05-20,1154.02,credit,Card Terminal Revenue,Daily revenue
R0119,2026-05-20,641.08,debit,Miscellaneous,Operating expense
R0119,2026-05-21,1296.73,credit,Walk-in Revenue,Daily revenue
R0119,2026-05-21,1049.03,debit,Insurance,Operating expense
R0119,2026-05-22,1326.0,credit,Online Order Revenue,Daily revenue
R0119,2026-05-22,743.11,debit,Utilities,Operating expense
R0119,2026-05-23,1315.69,credit,Online Order Revenue,Daily revenue
R0119,2026-05-23,510.2,debit,Insurance,Operating expense
R0119,2026-05-24,1524.91,credit,Online Order Revenue,Daily revenue
R0119,2026-05-24,776.23,debit,Staff Costs,Operating expense
R0119,2026-05-25,1343.9,credit,Card Terminal Revenue,Daily revenue
R0119,2026-05-25,840.22,debit,Loan Repayment,Operating expense
R0119,2026-05-26,1354.22,credit,Online Order Revenue,Daily revenue
R0119,2026-05-26,1143.6,debit,Food & Beverage Supply,Operating expense
R0119,2026-05-27,940.93,credit,Card Terminal Revenue,Daily revenue
R0119,2026-05-27,880.19,debit,Loan Repayment,Operating expense
R0119,2026-05-28,1309.27,credit,Online Order Revenue,Daily revenue
R0119,2026-05-28,799.28,debit,Food & Beverage Supply,Operating expense
R0120,2025-05-28,525.78,credit,Online Order Revenue,Daily revenue
R0120,2025-05-28,298.25,debit,Loan Repayment,Operating expense
R0120,2025-05-29,508.92,credit,Walk-in Revenue,Daily revenue
R0120,2025-05-29,291.16,debit,Tax,Operating expense
R0120,2025-05-30,566.7,credit,Card Terminal Revenue,Daily revenue
R0120,2025-05-30,323.7,debit,Marketing,Operating expense
R0120,2025-05-31,478.78,credit,Walk-in Revenue,Daily revenue
R0120,2025-05-31,284.71,debit,Staff Costs,Operating expense
R0120,2025-06-01,592.54,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-01,373.53,debit,Utilities,Operating expense
R0120,2025-06-02,634.66,credit,Card Terminal Revenue,Daily revenue
R0120,2025-06-02,370.11,debit,Loan Repayment,Operating expense
R0120,2025-06-03,540.61,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-03,344.58,debit,Tax,Operating expense
R0120,2025-06-04,551.25,credit,Card Terminal Revenue,Daily revenue
R0120,2025-06-04,265.23,debit,Rent,Operating expense
R0120,2025-06-05,520.26,credit,Card Terminal Revenue,Daily revenue
R0120,2025-06-05,289.08,debit,Utilities,Operating expense
R0120,2025-06-06,586.64,credit,Online Order Revenue,Daily revenue
R0120,2025-06-06,333.88,debit,Staff Costs,Operating expense
R0120,2025-06-07,521.48,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-07,288.12,debit,Insurance,Operating expense
R0120,2025-06-08,484.85,credit,Card Terminal Revenue,Daily revenue
R0120,2025-06-08,283.6,debit,Miscellaneous,Operating expense
R0120,2025-06-09,521.31,credit,Online Order Revenue,Daily revenue
R0120,2025-06-09,312.98,debit,Rent,Operating expense
R0120,2025-06-10,535.19,credit,Card Terminal Revenue,Daily revenue
R0120,2025-06-10,262.31,debit,Utilities,Operating expense
R0120,2025-06-11,497.19,credit,Online Order Revenue,Daily revenue
R0120,2025-06-11,293.39,debit,Marketing,Operating expense
R0120,2025-06-12,560.12,credit,Card Terminal Revenue,Daily revenue
R0120,2025-06-12,276.01,debit,Insurance,Operating expense
R0120,2025-06-13,435.2,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-13,248.44,debit,Miscellaneous,Operating expense
R0120,2025-06-14,548.25,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-14,319.05,debit,Utilities,Operating expense
R0120,2025-06-15,490.83,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-15,253.97,debit,Miscellaneous,Operating expense
R0120,2025-06-16,439.04,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-16,237.6,debit,Utilities,Operating expense
R0120,2025-06-17,503.53,credit,Card Terminal Revenue,Daily revenue
R0120,2025-06-17,227.9,debit,Utilities,Operating expense
R0120,2025-06-18,538.24,credit,Card Terminal Revenue,Daily revenue
R0120,2025-06-18,321.17,debit,Tax,Operating expense
R0120,2025-06-19,441.56,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-19,251.98,debit,Loan Repayment,Operating expense
R0120,2025-06-20,522.12,credit,Online Order Revenue,Daily revenue
R0120,2025-06-20,261.99,debit,Utilities,Operating expense
R0120,2025-06-21,540.12,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-21,342.28,debit,Utilities,Operating expense
R0120,2025-06-22,515.0,credit,Online Order Revenue,Daily revenue
R0120,2025-06-22,222.07,debit,Loan Repayment,Operating expense
R0120,2025-06-23,538.61,credit,Card Terminal Revenue,Daily revenue
R0120,2025-06-23,283.08,debit,Insurance,Operating expense
R0120,2025-06-24,561.7,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-24,402.28,debit,Rent,Operating expense
R0120,2025-06-25,467.23,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-25,265.48,debit,Miscellaneous,Operating expense
R0120,2025-06-26,546.19,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-26,336.95,debit,Miscellaneous,Operating expense
R0120,2025-06-27,657.26,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-27,279.4,debit,Insurance,Operating expense
R0120,2025-06-28,472.83,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-28,262.79,debit,Loan Repayment,Operating expense
R0120,2025-06-29,500.23,credit,Card Terminal Revenue,Daily revenue
R0120,2025-06-29,287.2,debit,Marketing,Operating expense
R0120,2025-06-30,538.76,credit,Walk-in Revenue,Daily revenue
R0120,2025-06-30,299.67,debit,Loan Repayment,Operating expense
R0120,2025-07-01,446.98,credit,Card Terminal Revenue,Daily revenue
R0120,2025-07-01,229.73,debit,Insurance,Operating expense
R0120,2025-07-02,521.14,credit,Walk-in Revenue,Daily revenue
R0120,2025-07-02,264.15,debit,Insurance,Operating expense
R0120,2025-07-03,490.26,credit,Card Terminal Revenue,Daily revenue
R0120,2025-07-03,337.67,debit,Insurance,Operating expense
R0120,2025-07-04,569.58,credit,Online Order Revenue,Daily revenue
R0120,2025-07-04,281.92,debit,Maintenance,Operating expense
R0120,2025-07-05,592.43,credit,Online Order Revenue,Daily revenue
R0120,2025-07-05,346.75,debit,Marketing,Operating expense
R0120,2025-07-06,614.62,credit,Online Order Revenue,Daily revenue
R0120,2025-07-06,367.95,debit,Marketing,Operating expense
R0120,2025-07-07,515.01,credit,Card Terminal Revenue,Daily revenue
R0120,2025-07-07,347.89,debit,Rent,Operating expense
R0120,2025-07-08,508.65,credit,Online Order Revenue,Daily revenue
R0120,2025-07-08,352.57,debit,Utilities,Operating expense
R0120,2025-07-09,512.99,credit,Card Terminal Revenue,Daily revenue
R0120,2025-07-09,299.11,debit,Food & Beverage Supply,Operating expense
R0120,2025-07-10,464.44,credit,Online Order Revenue,Daily revenue
R0120,2025-07-10,252.93,debit,Utilities,Operating expense
R0120,2025-07-11,553.82,credit,Online Order Revenue,Daily revenue
R0120,2025-07-11,341.65,debit,Marketing,Operating expense
R0120,2025-07-12,462.46,credit,Online Order Revenue,Daily revenue
R0120,2025-07-12,357.58,debit,Food & Beverage Supply,Operating expense
R0120,2025-07-13,604.9,credit,Online Order Revenue,Daily revenue
R0120,2025-07-13,316.06,debit,Loan Repayment,Operating expense
R0120,2025-07-14,588.19,credit,Online Order Revenue,Daily revenue
R0120,2025-07-14,274.75,debit,Food & Beverage Supply,Operating expense
R0120,2025-07-15,438.07,credit,Online Order Revenue,Daily revenue
R0120,2025-07-15,274.87,debit,Rent,Operating expense
R0120,2025-07-16,603.36,credit,Walk-in Revenue,Daily revenue
R0120,2025-07-16,354.79,debit,Food & Beverage Supply,Operating expense
R0120,2025-07-17,453.05,credit,Online Order Revenue,Daily revenue
R0120,2025-07-17,244.67,debit,Loan Repayment,Operating expense
R0120,2025-07-18,471.55,credit,Walk-in Revenue,Daily revenue
R0120,2025-07-18,211.55,debit,Staff Costs,Operating expense
R0120,2025-07-19,489.32,credit,Walk-in Revenue,Daily revenue
R0120,2025-07-19,319.82,debit,Rent,Operating expense
R0120,2025-07-20,337.58,credit,Walk-in Revenue,Daily revenue
R0120,2025-07-20,294.88,debit,Marketing,Operating expense
R0120,2025-07-21,617.78,credit,Walk-in Revenue,Daily revenue
R0120,2025-07-21,339.04,debit,Marketing,Operating expense
R0120,2025-07-22,553.21,credit,Online Order Revenue,Daily revenue
R0120,2025-07-22,303.1,debit,Maintenance,Operating expense
R0120,2025-07-23,599.83,credit,Card Terminal Revenue,Daily revenue
R0120,2025-07-23,320.83,debit,Utilities,Operating expense
R0120,2025-07-24,510.65,credit,Walk-in Revenue,Daily revenue
R0120,2025-07-24,340.13,debit,Tax,Operating expense
R0120,2025-07-25,441.56,credit,Online Order Revenue,Daily revenue
R0120,2025-07-25,333.76,debit,Miscellaneous,Operating expense
R0120,2025-07-26,562.73,credit,Walk-in Revenue,Daily revenue
R0120,2025-07-26,307.23,debit,Utilities,Operating expense
R0120,2025-07-27,533.96,credit,Walk-in Revenue,Daily revenue
R0120,2025-07-27,373.54,debit,Food & Beverage Supply,Operating expense
R0120,2025-07-28,596.63,credit,Online Order Revenue,Daily revenue
R0120,2025-07-28,359.68,debit,Tax,Operating expense
R0120,2025-07-29,558.92,credit,Card Terminal Revenue,Daily revenue
R0120,2025-07-29,349.66,debit,Staff Costs,Operating expense
R0120,2025-07-30,556.5,credit,Card Terminal Revenue,Daily revenue
R0120,2025-07-30,291.89,debit,Food & Beverage Supply,Operating expense
R0120,2025-07-31,578.04,credit,Card Terminal Revenue,Daily revenue
R0120,2025-07-31,286.43,debit,Tax,Operating expense
R0120,2025-08-01,602.78,credit,Online Order Revenue,Daily revenue
R0120,2025-08-01,244.19,debit,Food & Beverage Supply,Operating expense
R0120,2025-08-02,512.45,credit,Online Order Revenue,Daily revenue
R0120,2025-08-02,268.01,debit,Miscellaneous,Operating expense
R0120,2025-08-03,676.29,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-03,269.29,debit,Miscellaneous,Operating expense
R0120,2025-08-04,524.8,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-04,206.21,debit,Tax,Operating expense
R0120,2025-08-05,636.9,credit,Walk-in Revenue,Daily revenue
R0120,2025-08-05,262.24,debit,Miscellaneous,Operating expense
R0120,2025-08-06,623.56,credit,Online Order Revenue,Daily revenue
R0120,2025-08-06,251.83,debit,Food & Beverage Supply,Operating expense
R0120,2025-08-07,466.67,credit,Online Order Revenue,Daily revenue
R0120,2025-08-07,335.7,debit,Tax,Operating expense
R0120,2025-08-08,430.37,credit,Walk-in Revenue,Daily revenue
R0120,2025-08-08,317.74,debit,Tax,Operating expense
R0120,2025-08-09,480.08,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-09,395.08,debit,Staff Costs,Operating expense
R0120,2025-08-10,642.74,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-10,355.26,debit,Loan Repayment,Operating expense
R0120,2025-08-11,676.13,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-11,270.85,debit,Rent,Operating expense
R0120,2025-08-12,577.96,credit,Online Order Revenue,Daily revenue
R0120,2025-08-12,256.35,debit,Staff Costs,Operating expense
R0120,2025-08-13,583.95,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-13,313.89,debit,Maintenance,Operating expense
R0120,2025-08-14,450.36,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-14,296.03,debit,Rent,Operating expense
R0120,2025-08-15,534.64,credit,Online Order Revenue,Daily revenue
R0120,2025-08-15,301.54,debit,Insurance,Operating expense
R0120,2025-08-16,642.02,credit,Online Order Revenue,Daily revenue
R0120,2025-08-16,250.78,debit,Loan Repayment,Operating expense
R0120,2025-08-17,485.42,credit,Online Order Revenue,Daily revenue
R0120,2025-08-17,165.63,debit,Staff Costs,Operating expense
R0120,2025-08-18,570.86,credit,Walk-in Revenue,Daily revenue
R0120,2025-08-18,334.98,debit,Food & Beverage Supply,Operating expense
R0120,2025-08-19,583.93,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-19,296.62,debit,Rent,Operating expense
R0120,2025-08-20,481.28,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-20,244.85,debit,Rent,Operating expense
R0120,2025-08-21,563.78,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-21,261.39,debit,Staff Costs,Operating expense
R0120,2025-08-22,421.98,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-22,344.71,debit,Loan Repayment,Operating expense
R0120,2025-08-23,504.86,credit,Walk-in Revenue,Daily revenue
R0120,2025-08-23,305.86,debit,Maintenance,Operating expense
R0120,2025-08-24,313.2,credit,Walk-in Revenue,Daily revenue
R0120,2025-08-24,296.37,debit,Staff Costs,Operating expense
R0120,2025-08-25,513.08,credit,Walk-in Revenue,Daily revenue
R0120,2025-08-25,381.46,debit,Maintenance,Operating expense
R0120,2025-08-26,512.33,credit,Online Order Revenue,Daily revenue
R0120,2025-08-26,162.69,debit,Food & Beverage Supply,Operating expense
R0120,2025-08-27,512.79,credit,Online Order Revenue,Daily revenue
R0120,2025-08-27,298.59,debit,Food & Beverage Supply,Operating expense
R0120,2025-08-28,611.35,credit,Walk-in Revenue,Daily revenue
R0120,2025-08-28,296.09,debit,Marketing,Operating expense
R0120,2025-08-29,499.9,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-29,291.5,debit,Miscellaneous,Operating expense
R0120,2025-08-30,714.72,credit,Online Order Revenue,Daily revenue
R0120,2025-08-30,321.72,debit,Tax,Operating expense
R0120,2025-08-31,508.85,credit,Card Terminal Revenue,Daily revenue
R0120,2025-08-31,345.4,debit,Marketing,Operating expense
R0120,2025-09-01,452.35,credit,Card Terminal Revenue,Daily revenue
R0120,2025-09-01,262.92,debit,Maintenance,Operating expense
R0120,2025-09-02,491.5,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-02,214.85,debit,Insurance,Operating expense
R0120,2025-09-03,593.74,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-03,260.86,debit,Loan Repayment,Operating expense
R0120,2025-09-04,536.31,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-04,271.19,debit,Marketing,Operating expense
R0120,2025-09-05,549.84,credit,Online Order Revenue,Daily revenue
R0120,2025-09-05,388.7,debit,Utilities,Operating expense
R0120,2025-09-06,503.91,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-06,275.28,debit,Maintenance,Operating expense
R0120,2025-09-07,442.8,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-07,284.37,debit,Loan Repayment,Operating expense
R0120,2025-09-08,399.33,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-08,367.48,debit,Staff Costs,Operating expense
R0120,2025-09-09,483.52,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-09,252.78,debit,Food & Beverage Supply,Operating expense
R0120,2025-09-10,515.17,credit,Online Order Revenue,Daily revenue
R0120,2025-09-10,328.9,debit,Utilities,Operating expense
R0120,2025-09-11,510.57,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-11,351.34,debit,Marketing,Operating expense
R0120,2025-09-12,496.85,credit,Card Terminal Revenue,Daily revenue
R0120,2025-09-12,260.24,debit,Insurance,Operating expense
R0120,2025-09-13,523.54,credit,Card Terminal Revenue,Daily revenue
R0120,2025-09-13,290.26,debit,Marketing,Operating expense
R0120,2025-09-14,590.27,credit,Online Order Revenue,Daily revenue
R0120,2025-09-14,337.08,debit,Marketing,Operating expense
R0120,2025-09-15,495.54,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-15,222.66,debit,Rent,Operating expense
R0120,2025-09-16,567.78,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-16,239.22,debit,Utilities,Operating expense
R0120,2025-09-17,520.55,credit,Card Terminal Revenue,Daily revenue
R0120,2025-09-17,322.07,debit,Loan Repayment,Operating expense
R0120,2025-09-18,651.86,credit,Card Terminal Revenue,Daily revenue
R0120,2025-09-18,403.31,debit,Food & Beverage Supply,Operating expense
R0120,2025-09-19,556.0,credit,Online Order Revenue,Daily revenue
R0120,2025-09-19,202.77,debit,Miscellaneous,Operating expense
R0120,2025-09-20,451.53,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-20,290.34,debit,Utilities,Operating expense
R0120,2025-09-21,503.64,credit,Online Order Revenue,Daily revenue
R0120,2025-09-21,303.63,debit,Insurance,Operating expense
R0120,2025-09-22,536.75,credit,Online Order Revenue,Daily revenue
R0120,2025-09-22,240.96,debit,Insurance,Operating expense
R0120,2025-09-23,568.69,credit,Card Terminal Revenue,Daily revenue
R0120,2025-09-23,254.22,debit,Utilities,Operating expense
R0120,2025-09-24,538.77,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-24,385.17,debit,Food & Beverage Supply,Operating expense
R0120,2025-09-25,460.49,credit,Online Order Revenue,Daily revenue
R0120,2025-09-25,305.36,debit,Rent,Operating expense
R0120,2025-09-26,500.88,credit,Online Order Revenue,Daily revenue
R0120,2025-09-26,250.04,debit,Tax,Operating expense
R0120,2025-09-27,536.14,credit,Online Order Revenue,Daily revenue
R0120,2025-09-27,261.45,debit,Insurance,Operating expense
R0120,2025-09-28,581.22,credit,Card Terminal Revenue,Daily revenue
R0120,2025-09-28,328.71,debit,Utilities,Operating expense
R0120,2025-09-29,641.5,credit,Walk-in Revenue,Daily revenue
R0120,2025-09-29,335.15,debit,Maintenance,Operating expense
R0120,2025-09-30,572.13,credit,Card Terminal Revenue,Daily revenue
R0120,2025-09-30,204.49,debit,Insurance,Operating expense
